model,eps,synth_seed,intervention,accuracy,auc,dp_gap,eo_gap,dp_gap_unm,eo_gap_unm,dp_ratio,eo_ratio
logreg,2.0,3.0,reweighting,0.7572892443717578,0.8249415810390496,0.281374486848107,0.4722222222222222,0.3110232628858142,0.5133333333333333,0.9046734454438794,0.9199134199134199
logreg,2.0,3.0,expgrad,0.7504663583165103,0.7403178191259072,0.2640413562414475,0.4444444444444444,0.3110232628858142,0.5133333333333333,0.8489440750879937,0.8658008658008658
logreg,2.0,3.0,threshold,0.742008023918432,0.8281628719708475,0.2845674319598601,0.4722222222222222,0.3110232628858142,0.5133333333333333,0.9149393820883848,0.9199134199134199
logreg,2.0,4.0,reweighting,0.7571359210896175,0.8245383041190812,0.2640876181508125,0.5277777777777778,0.3245513863592985,0.5177777777777778,0.8137004777987642,1.01931330472103
logreg,2.0,4.0,expgrad,0.7528939769504,0.7424526692722726,0.2711874714915614,0.55,0.3245513863592985,0.5177777777777778,0.8355763767754796,1.0622317596566524
logreg,2.0,4.0,threshold,0.7281322668847264,0.8273813126383525,0.1679590492119,0.4499999999999999,0.3245513863592985,0.5177777777777778,0.5175114212143864,0.8690987124463517
logreg,2.0,5.0,reweighting,0.7583625073467406,0.8252526052099174,0.2862399270183974,0.4722222222222222,0.3169336121751394,0.508888888888889,0.9031542128141951,0.927947598253275
logreg,2.0,5.0,expgrad,0.7477065392379832,0.7375234585581272,0.2608484111296943,0.5833333333333333,0.3169336121751394,0.508888888888889,0.8230380152470163,1.1462882096069866
logreg,2.0,5.0,threshold,0.7479876319219073,0.8282554997859668,0.1923280657480183,0.4499999999999999,0.3169336121751394,0.508888888888889,0.6068402288670369,0.8842794759825324
logreg,2.0,6.0,reweighting,0.7572636904914011,0.8238159755361112,0.2807663068268207,0.5277777777777778,0.3177383986948213,0.5122222222222222,0.883639836985799,1.0303687635574836
logreg,2.0,6.0,expgrad,0.7526639920271894,0.7421725920954507,0.2335894941003494,0.4688888888888889,0.3177383986948213,0.5122222222222222,0.7351629361130679,0.9154013015184381
logreg,2.0,6.0,threshold,0.7305087777579026,0.8270930838468289,0.1841642268968757,0.3888888888888888,0.3177383986948213,0.5122222222222222,0.579609602280901,0.759219088937093
logreg,2.0,7.0,reweighting,0.7611989880663379,0.8278343519146022,0.2844153869545385,0.5555555555555556,0.3204461712156159,0.508888888888889,0.887560571797771,1.0917030567685588
logreg,2.0,7.0,expgrad,0.753072854112897,0.7434353705744821,0.2676904363691653,0.5,0.3204461712156159,0.508888888888889,0.8353678727184626,0.9825327510917029
logreg,2.0,7.0,threshold,0.7502363733932997,0.8306088825530734,0.319689828189144,0.5,0.3204461712156159,0.508888888888889,0.9976397189468585,0.9825327510917029
